EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra
1183,2026-03-21,17:09:39,55 Años O Más,Femenino,Sacatepéquez,Sumpango,Estudiante,3 A 5 Veces Por Semana,Aplicación de delivery,Amigos,Q51 - Q100,Gol Nachos Supreme,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Brasil,Definitivamente sí,Brasil,Harry Kane; Ninguno,Premios y sorteos,Producto gratis,Sí,Edición con tarjetas coleccionables
1184,2026-02-05,13:55:42,25 - 34 Años,Masculino,Jutiapa,Otro municipio,Empleado Privado,Rara Vez,Gasolinera,Familia,Menos de Q25,CrunchMax BBQ,Barbacoa,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Uruguay,Tal vez,Argentina,Kylian Mbappé,Humor,Descuento directo,Sí,Edición Mundial FIFA 2026
1185,2026-01-28,15:10:14,25 - 34 Años,Masculino,Petén,Flores,Ama De Casa,Varias Veces Al Mes,Otro,Familia,Q25 - Q50,Gol Nachos Supreme; Fan Chips Jalapeño,Dulce,Familiar,Q16 - Q20,No,Sí,Inglaterra,Probablemente sí, MÉXICO ,Julián Álvarez; Cristiano Ronaldo; Vinícius Júnior,Una selección nacional,Sorteo de viajes,Sí,Edición Argentina
1186,2026-02-23,11:07:42,35 - 44 Años,Femenino,Quetzaltenango,Quetzaltenango,Comerciante,Varias Veces Al Mes,Tienda de barrio,Familia,Q25 - Q50,Mundialitos Queso Picante; Gol Nachos Supreme; CrunchMax BBQ,Picante Chapín,Familiar,Menos de Q10,Sí,Sí,Alemania,Probablemente sí,Argentina,Cristiano Ronaldo; Kylian Mbappé; Lionel Messi,Historias de aficionados,Tarjetas coleccionables,Sí,Edición con jugadores famosos
1187,2026-03-16,22:29:38,35 - 44 Años,Masculino,Santa Rosa,Otro municipio,Empleado Público,Todos Los Días,Kiosco escolar/universitario,Amigos,Menos de Q25,Caramel Goal Popcorn; Energy Crunch Protein; Victory Pretzels,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,Sí,No,Alemania,Probablemente sí,México,Lamine Yamal,Humor,2x1,Sí,Edición con tarjetas coleccionables
1481,2026-02-24,22:29:42,25 - 34 Años,Masculino,El Progreso,Otro municipio,Empresario,1 A 2 Veces Por Semana,Gasolinera,Familia,Q101 - Q150,CrunchMax BBQ,Queso,Individual,Q16 - Q20,Sí,Sí,Inglaterra,Probablemente sí,España,Ninguno; Christian Pulisic; Cristiano Ronaldo,Premios y sorteos,Descuento directo,No,Edición con jugadores famosos
1189,2026-01-29,14:12:11,25 - 34 Años,Masculino,Sacatepéquez,Jocotenango,Empleado Público,1 A 2 Veces Por Semana,Kiosco escolar/universitario,Familia,Menos de Q25,Fan Chips Jalapeño; ChocoKick Bites,Barbacoa,Para compartir entre 2 personas,Q10 - Q15,No,Sí,Argelia,Probablemente sí,Portugal,Vinícius Júnior,Historias de aficionados,Sorteo de viajes,Sí,Edición con jugadores famosos
1190,2026-01-14,15:07:12,18 - 24 Años,Masculino,Alta Verapaz,Cabecera municipal,Empleado Público,1 A 2 Veces Por Semana,Kiosco escolar/universitario,Familia,Menos de Q25,Gol Nachos Supreme,Queso,Para compartir entre 2 personas,Menos de Q10,No,No,Francia,Probablemente sí,Brasil,Lionel Messi,Un jugador famoso,Sorteo de viajes,Sí,Edición Mundial FIFA 2026
1191,2026-02-09,19:48:27,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Jubilado,1 A 2 Veces Por Semana,Supermercado,Compañeros de trabajo,Q25 - Q50,FutbolMix,Queso,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí, ARGENTINA ,Probablemente sí,Francia,Neymar Jr.; Rodri; Cristiano Ronaldo,Una selección nacional,2x1,Sí,Edición Brasil
1192,2026-01-14,11:15:45,55 Años O Más,Femenino,Guatemala,Guatemala,Empleado Privado,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,CrunchMax BBQ,Picante Chapín,Individual,Q16 - Q20,No,Sí,Portugal,Probablemente sí,Argentina,Jude Bellingham; Cristiano Ronaldo; Kylian Mbappé,Una selección nacional,2x1,Sí,Edición Brasil
1194,2026-03-23,19:34:44,35 - 44 Años,Femenino,Retalhuleu,Otro municipio,Empresario,Varias Veces Al Mes,Otro,Amigos,Más de Q150,Mundialitos Queso Picante,Picante Chapín,Familiar,Q16 - Q20,No,Sí,Argentina,Tal vez,Francia,Cristiano Ronaldo; Rodri; Lionel Messi,Historias de aficionados,Tarjetas coleccionables,Sí,Edición con jugadores famosos
1195,2026-03-29,18:11:00,Menos De 18 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,Gol Nachos Supreme,Picante Chapín,Familiar,Q10 - Q15,Sí,Sí,Uruguay,Tal vez,Portugal,Cristiano Ronaldo,Historias de aficionados,Tarjetas coleccionables,Sí,Edición Mundial FIFA 2026
1196,2026-04-28,15:19:32,Menos De 18 Años,Masculino,Guatemala,Mixco,Empleado Privado,1 A 2 Veces Por Semana,Kiosco escolar/universitario,Amigos,Q101 - Q150,Hot Stadium Peanuts,Queso,Familiar,Q10 - Q15,No,Sí,México,Tal vez,Estados Unidos,Cristiano Ronaldo; Lionel Messi,Historias de aficionados,Producto gratis,Sí,Edición Argentina
1197,2026-04-11,19:50:00,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Comerciante,Todos Los Días,Tienda de barrio,Amigos,Q101 - Q150,FutbolMix; Gol Nachos Supreme,Jalapeño,Tamaño fiesta o reunión,Q16 - Q20,No,No,España,Probablemente no,Argentina,Cristiano Ronaldo,Humor,Tarjetas coleccionables,No,Edición Mundial FIFA 2026
1198,2026-03-08,09:22:14,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado,Rara Vez,Otro,Familia,Q51 - Q100,Mundialitos Queso Picante; FutbolMix,Barbacoa,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Brasil,Definitivamente no,Brasil,Kylian Mbappé,Humor,Producto gratis,Sí,Edición Mundial FIFA 2026
1199,2026-04-23,18:20:02,45 - 54 Años,Masculino,Quetzaltenango,Quetzaltenango,Profesional Independiente,3 A 5 Veces Por Semana,Aplicación de delivery,Amigos,Q25 - Q50,Caramel Goal Popcorn; Hot Stadium Peanuts; CrunchMax BBQ,Chocolate,Individual,Q10 - Q15,Sí,Sí,Argentina,Tal vez,Alemania,Julián Álvarez; Alphonso Davies,Premios y sorteos,Sorteo de camisetas,Sí,Edición con tarjetas coleccionables
1200,2026-02-28,20:17:29,45 - 54 Años,Femenino,Izabal,Cabecera municipal,Profesional Independiente,Rara Vez,Tienda de barrio,Amigos,Q51 - Q100,Victory Pretzels; ChocoKick Bites; Caramel Goal Popcorn,Barbacoa,Familiar,Q10 - Q15,No,Sí,Francia,Tal vez,Francia,Alphonso Davies; Lamine Yamal,Una selección nacional,2x1,Sí,Edición con tarjetas coleccionables
1201,2026-04-08,22:17:50,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Estudiante,3 A 5 Veces Por Semana,Otro,Amigos,Q25 - Q50,Hot Stadium Peanuts; Fan Chips Jalapeño; Energy Crunch Protein,Picante Chapín,Familiar,Q21 - Q30,No,Sí,Argentina,Probablemente sí,Brasil,Neymar Jr.,Humor,2x1,Sí,Edición Argentina
1202,2026-02-24,17:25:27,Menos De 18 Años,Femenino,Chimaltenango,Patzún,Estudiante,1 A 2 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,Fan Chips Jalapeño; Hot Stadium Peanuts; Mundialitos Queso Picante,Queso,Familiar,Q16 - Q20,No,Sí,Túnez,Definitivamente sí,Uruguay,Kylian Mbappé,Historias de aficionados,Producto gratis,Sí,Edición con tarjetas coleccionables
1203,2026-02-25,17:17:56,18 - 24 Años,Femenino,Quetzaltenango,Olintepeque,Ama De Casa,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q101 - Q150,FutbolMix; Fan Chips Jalapeño,Queso,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Argentina,Probablemente sí,Brasil,Jude Bellingham; Federico Valverde; Vinícius Júnior,Una selección nacional,Tarjetas coleccionables,No,Edición Brasil
1204,2026-03-03,10:50:46,Menos De 18 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado,3 A 5 Veces Por Semana,Aplicación de delivery,Familia,Más de Q150,Mundialitos Queso Picante; Fan Chips Jalapeño,,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,Brasil,Probablemente no,Uruguay,Vinícius Júnior; Lamine Yamal; Neymar Jr.,Un jugador famoso,Descuento directo,Sí,Edición con jugadores famosos
1205,2026-02-04,20:36:57,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Compañeros de trabajo,Q25 - Q50,Mundialitos Queso Picante; Energy Crunch Protein,Picante Chapín,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Brasil,Tal vez,España,Kylian Mbappé,Humor,Sorteo de viajes,Sí,Edición Inglaterra
1206,2026-04-17,08:47:51,35 - 44 Años,Femenino,Guatemala,Santa Catarina Pinula,Estudiante,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,Caramel Goal Popcorn,Picante Chapín,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,Brasil,Tal vez,México,Jude Bellingham,Historias de aficionados,Sorteo de viajes,Sí,Edición Inglaterra
1207,2026-01-24,20:16:47,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado,Todos Los Días,Tienda de barrio,Compañeros de trabajo,Q51 - Q100,Mundialitos Queso Picante,Jalapeño,Tamaño fiesta o reunión,Menos de Q10,No,Sí,México,Tal vez,Uruguay,Vinícius Júnior; Neymar Jr.; Alphonso Davies,Un jugador famoso,Descuento directo,No,Edición Mundial FIFA 2026
1208,2026-03-01,20:26:40,25 - 34 Años,Femenino,Guatemala,Guatemala,Profesional Independiente,Varias Veces Al Mes,Otro,Familia,Q51 - Q100,Gol Nachos Supreme, BARBACOA ,Individual,Menos de Q10,No,Sí,Argentina,Probablemente sí,España,Vinícius Júnior; Lionel Messi; Lamine Yamal,Historias de aficionados,Tarjetas coleccionables,No,Edición con tarjetas coleccionables
1209,2026-02-17,09:11:40,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Estudiante,Todos Los Días,Gasolinera,Familia,Q101 - Q150,Caramel Goal Popcorn; Fan Chips Jalapeño; Victory Pretzels,Picante Chapín,Familiar,Q10 - Q15,Sí,Sí,Argentina,Tal vez,Portugal,Lionel Messi; Neymar Jr.; Harry Kane,Un jugador famoso,2x1,No,Edición con jugadores famosos
1210,2026-02-13,16:17:45,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Empresario,1 A 2 Veces Por Semana,Tienda de barrio,Compañeros de trabajo,Q101 - Q150,Gol Nachos Supreme; Fan Chips Jalapeño; CrunchMax BBQ,Jalapeño,Familiar,Menos de Q10,Sí,Sí,Argentina,Probablemente sí,Argentina,Kylian Mbappé; Lionel Messi; Federico Valverde,Premios y sorteos,2x1,Sí,Edición Mundial FIFA 2026
1211,2026-04-11,14:49:22,18 - 24 Años,Femenino,Petén,Flores,Comerciante,3 A 5 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,Gol Nachos Supreme; FutbolMix,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,Sí,No,México,Tal vez,Francia,Federico Valverde; Christian Pulisic,Premios y sorteos,Producto gratis,Sí,Edición Inglaterra
1212,2026-03-22,10:40:25,55 Años O Más,Masculino,Guatemala,Villa Nueva,Comerciante,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q51 - Q100,ChocoKick Bites; CrunchMax BBQ,Jalapeño,Individual,Más de Q30,Sí,Sí,Irán,Tal vez,Portugal,Lionel Messi,Historias de aficionados,Tarjetas coleccionables,No,Edición Argentina
1213,2026-03-23,12:07:37,25 - 34 Años,Masculino,Sacatepéquez,Jocotenango,Estudiante,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,ChocoKick Bites,Jalapeño,Individual,Más de Q30,Sí,Sí,Estados Unidos,Definitivamente sí,Argentina,Cristiano Ronaldo; Julián Álvarez; Lionel Messi,Una selección nacional,2x1,Sí,Edición España
1214,2026-04-22,14:31:39,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Menos de Q25,Gol Nachos Supreme,Salado Tradicional,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Portugal,Tal vez,Argentina,Neymar Jr.; Lionel Messi,Una selección nacional,2x1,Sí,Edición con tarjetas coleccionables
1215,2026-03-20,13:21:11,18 - 24 Años,Femenino,Guatemala,Guatemala,Profesional Independiente,Varias Veces Al Mes,Aplicación de delivery,Familia,Más de Q150,FutbolMix; Gol Nachos Supreme,Salado Tradicional,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Alemania,Definitivamente sí,Francia,Lionel Messi,Humor,Producto gratis,No,Edición Mundial FIFA 2026
1216,2026-04-17,17:52:22,18 - 24 Años,Femenino,Escuintla, SANTA LUCÍA COTZUMALGUAPA ,Ama De Casa,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,CrunchMax BBQ,Queso,Individual,Más de Q30,Sí,Sí,Inglaterra,Tal vez, BRASIL ,Lionel Messi,Una selección nacional,Sorteo de balones,Sí,Edición Argentina
1217,2026-03-22,11:39:07,25 - 34 Años,Femenino,San Marcos,Cabecera municipal,Jubilado,Varias Veces Al Mes,Otro,Solo,Q101 - Q150,Victory Pretzels; CrunchMax BBQ; Fan Chips Jalapeño,Limón,Familiar,Q10 - Q15,No,Sí,Portugal,Definitivamente sí,Argentina,Christian Pulisic; Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,No,Edición con jugadores famosos
1218,2026-04-22,07:53:20,45 - 54 Años,Masculino,Escuintla,Palín,Empleado Privado,Varias Veces Al Mes,Aplicación de delivery,Amigos,Q25 - Q50,Fan Chips Jalapeño,Picante Chapín,Tamaño fiesta o reunión,Q10 - Q15,No,No,Brasil,Definitivamente sí,Inglaterra,Lamine Yamal; Vinícius Júnior; Lionel Messi,Historias de aficionados,Tarjetas coleccionables,Sí,Edición España
1219,2026-04-18,21:13:40,25 - 34 Años,Masculino,Sacatepéquez,Sumpango,Jubilado,3 A 5 Veces Por Semana,Tienda de barrio,Compañeros de trabajo,Menos de Q25,Mundialitos Queso Picante; Caramel Goal Popcorn,Queso,Individual,Q16 - Q20,Sí,Sí,Portugal,Probablemente sí,México,Cristiano Ronaldo,Humor,Descuento directo,Sí,Edición con jugadores famosos
1220,2026-03-23,19:30:03,25 - 34 Años,Femenino,Guatemala, VILLA NUEVA ,Comerciante,Todos Los Días,Tienda de barrio,Solo,Q51 - Q100,FutbolMix,Picante Chapín,Para compartir entre 2 personas,Q21 - Q30,No,No,Brasil,Probablemente sí,Inglaterra,Lionel Messi; Harry Kane,Un jugador famoso,Descuento directo,No,Edición con tarjetas coleccionables
1221,2026-04-16,18:28:27,55 Años O Más,Femenino,Guatemala,Guatemala,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Solo,Q25 - Q50,Mundialitos Queso Picante; CrunchMax BBQ; FutbolMix,Barbacoa,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Portugal,Tal vez,Inglaterra,Lionel Messi; Cristiano Ronaldo; Federico Valverde,Un jugador famoso,Producto gratis,Sí,Edición con tarjetas coleccionables
1222,2026-01-20,07:20:54,Menos De 18 Años,Masculino,Retalhuleu,Cabecera municipal,Jubilado,3 A 5 Veces Por Semana,Tienda de barrio,Familia,Más de Q150,Energy Crunch Protein,Barbacoa,Familiar,Q16 - Q20,Sí,Sí,Brasil,Definitivamente sí,Portugal,Kylian Mbappé; Ninguno; Lionel Messi,Una selección nacional,Descuento directo,No,Edición Brasil
1223,2026-01-19,21:12:15,Menos De 18 Años,Femenino,Guate,Guatemala,Estudiante,Varias Veces Al Mes,Tienda de barrio,Amigos,Q25 - Q50,ChocoKick Bites; CrunchMax BBQ; Hot Stadium Peanuts,Picante Chapín,Para compartir entre 2 personas,Q21 - Q30,No,No,Brasil,Probablemente no,Argentina,Harry Kane; Lionel Messi; Vinícius Júnior,Humor,Tarjetas coleccionables,Sí,Edición Argentina
1224,2026-01-19,10:20:40,18 - 24 Años,Femenino,Guatemala,Mixco,Empleado Privado,Todos Los Días,Supermercado,Amigos,Q25 - Q50,Hot Stadium Peanuts,Picante Chapín,Tamaño fiesta o reunión,Menos de Q10,Sí,Sí,Brasil,Probablemente no,Argentina,Lionel Messi; Federico Valverde,Una selección nacional,Sorteo de camisetas,No,Edición Argentina
1225,2026-01-11,09:23:34,55 Años O Más,Masculino,Guatemala,Mixco,Empleado Privado,Todos Los Días,Tienda de barrio,Familia,Q25 - Q50,FutbolMix,Limón,Familiar,Q16 - Q20,Sí,Sí,México,Tal vez,Brasil,Lionel Messi,Un jugador famoso,Producto gratis,Sí,Edición Argentina
1226,2026-02-01,17:13:59,25 - 34 Años,Femenino,Izabal,Cabecera municipal,Jubilado,Rara Vez,Kiosco escolar/universitario,Amigos,Menos de Q25,CrunchMax BBQ; Gol Nachos Supreme; Fan Chips Jalapeño,Limón,Para compartir entre 2 personas,Q16 - Q20,Sí,No,Portugal,Tal vez,Brasil,Cristiano Ronaldo,Una selección nacional,Sorteo de viajes,Sí,Edición España
1227,2026-04-30,14:21:24,55 Años O Más,Masculino,Izabal,Otro municipio,Profesional Independiente,Todos Los Días,Supermercado,Familia,Q25 - Q50,Mundialitos Queso Picante,Queso,Para compartir entre 2 personas,Más de Q30,Sí,Sí,Argentina,Definitivamente sí, MÉXICO ,Cristiano Ronaldo,Humor,Sorteo de camisetas,Sí,Edición Argentina
1228,2026-02-15,14:33:07,35 - 44 Años,Masculino,Quetzaltenango,Olintepeque,Estudiante,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q51 - Q100,Caramel Goal Popcorn,Queso,Familiar,Q21 - Q30,No,Sí,Portugal,Definitivamente sí,Brasil,Cristiano Ronaldo; Lamine Yamal; Jude Bellingham,Historias de aficionados,2x1,Sí,Edición con jugadores famosos
1229,2026-01-11,11:49:10,55 Años O Más,Masculino,Sacatepéquez,Jocotenango,Comerciante,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,Caramel Goal Popcorn; FutbolMix; CrunchMax BBQ,Jalapeño,Para compartir entre 2 personas,Q10 - Q15,No,Sí,Argentina,Definitivamente sí,Panamá,Cristiano Ronaldo; Kylian Mbappé; Vinícius Júnior,Historias de aficionados,Producto gratis,Sí,Edición Argentina
1230,2026-04-21,16:38:32,55 Años O Más,Femenino,Jutiapa,Cabecera municipal,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Solo,Q51 - Q100,CrunchMax BBQ; Energy Crunch Protein,Dulce,Familiar,Q16 - Q20,Sí,No,México,Probablemente no,Alemania,Neymar Jr.,Una selección nacional,Sorteo de balones,No,Edición Francia
1231,2026-02-20,14:27:51,35 - 44 Años,Masculino,Guatemala,Guatemala,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,ChocoKick Bites,,Familiar,Q10 - Q15,No,No,Argentina,Probablemente no,Brasil,Alphonso Davies; Kylian Mbappé,Un jugador famoso,Sorteo de viajes,Sí,Edición con jugadores famosos
1232,2026-03-04,20:17:50,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Estudiante,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,Energy Crunch Protein,Salado Tradicional,Individual,Q16 - Q20,Sí,Sí,Brasil,Probablemente sí,Alemania,Cristiano Ronaldo; Lamine Yamal,Una selección nacional,Descuento directo,Sí,Edición Argentina
1233,2026-02-06,16:55:16,35 - 44 Años,Masculino,Quetzaltenango,Quetzaltenango,Empresario,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,Fan Chips Jalapeño; Caramel Goal Popcorn,Limón,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Uruguay,Definitivamente sí,México,Christian Pulisic,Una selección nacional,2x1,Sí,Edición Mundial FIFA 2026
1234,2026-03-16,15:15:19,35 - 44 Años,Masculino,Guatemala,Mixco,Ama De Casa,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,Victory Pretzels; Energy Crunch Protein; Gol Nachos Supreme,Picante Chapín,Tamaño fiesta o reunión,Q16 - Q20,Sí,No,Colombia,Definitivamente no,Francia,Kylian Mbappé; Cristiano Ronaldo; Neymar Jr.,Una selección nacional,Tarjetas coleccionables,Sí,Edición Argentina
1235,2026-02-07,20:46:29,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Público,Todos Los Días,Tienda de barrio,Amigos,Q51 - Q100,Energy Crunch Protein,Picante Chapín,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,Brasil,Probablemente sí,Estados Unidos,Cristiano Ronaldo,Un jugador famoso,Tarjetas coleccionables,Sí,Edición con tarjetas coleccionables
1236,2026-01-30,15:46:23,45 - 54 Años,Masculino,Guatemala,Guatemala,Jubilado,Todos Los Días,Supermercado,Amigos,Menos de Q25,Gol Nachos Supreme; Hot Stadium Peanuts; FutbolMix,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,No,Sí, ARABIA SAUDITA ,Probablemente sí,Alemania,Cristiano Ronaldo; Jude Bellingham,Premios y sorteos,Producto gratis,No,Edición España
1237,2026-01-26,09:35:50,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado,Varias Veces Al Mes,Supermercado,Amigos,Menos de Q25,CrunchMax BBQ; Mundialitos Queso Picante,Dulce,Individual,Q10 - Q15,No,Sí,México,Probablemente sí,Colombia,Christian Pulisic; Jude Bellingham,Humor,2x1,No,Edición Francia
1238,2026-04-19,12:26:10,35 - 44 Años,Masculino,Sacatepéquez,Ciudad Vieja,Otro,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,Caramel Goal Popcorn, BARBACOA ,Familiar,Q10 - Q15,No,Sí,Alemania,Definitivamente no, ALEMANIA ,Lionel Messi; Cristiano Ronaldo; Lamine Yamal,Un jugador famoso,2x1,No,Edición con jugadores famosos
1239,2026-01-20,12:32:07,25 - 34 Años,Masculino,Sacatepéquez,Sumpango,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q101 - Q150,Hot Stadium Peanuts,Queso,Familiar,Q21 - Q30,Sí,Sí,Corea del Sur,Definitivamente sí,Irak,Jude Bellingham; Cristiano Ronaldo,Premios y sorteos,Sorteo de balones,No,Edición Mundial FIFA 2026
1240,2026-03-10,22:00:47,25 - 34 Años,Femenino,Guatemala,Guatemala,Estudiante,Rara Vez,Tienda de barrio,Amigos,Q25 - Q50,ChocoKick Bites; CrunchMax BBQ; Mundialitos Queso Picante,Chocolate,Individual,Q16 - Q20,Sí,Sí,Argentina,Definitivamente sí,Inglaterra,Harry Kane; Vinícius Júnior; Lamine Yamal,Un jugador famoso,Descuento directo,Sí,Edición con jugadores famosos
1241,2026-05-07,11:08:25,55 Años O Más,Masculino,Guatemala,Santa Catarina Pinula,Estudiante,Rara Vez,Aplicación de delivery,Familia,Q25 - Q50,Mundialitos Queso Picante; Energy Crunch Protein,Limón,Tamaño fiesta o reunión,,Sí,Sí,Alemania,Tal vez,Alemania,Lionel Messi; Jude Bellingham; Rodri,Una selección nacional,Tarjetas coleccionables,No,Edición Francia
1242,2026-01-16,18:21:38,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado,Todos Los Días,Gasolinera,Familia,Q25 - Q50,Gol Nachos Supreme; CrunchMax BBQ,Dulce,Familiar,Q16 - Q20,No,Sí,Alemania,Probablemente sí,México,Lamine Yamal; Harry Kane,Un jugador famoso,Sorteo de camisetas,No,Edición Mundial FIFA 2026
1243,2026-01-15,15:56:02,25 - 34 Años,Masculino,Guatemala,,Estudiante,Varias Veces Al Mes,Supermercado,Amigos,Menos de Q25,FutbolMix; Hot Stadium Peanuts,Barbacoa,Tamaño fiesta o reunión,,Sí,Sí,Brasil,Tal vez, ARGENTINA ,Vinícius Júnior; Kylian Mbappé,Premios y sorteos,Producto gratis,Sí,Edición con tarjetas coleccionables
1244,2026-04-13,14:04:14,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Público,3 A 5 Veces Por Semana,Supermercado,Compañeros de trabajo,Menos de Q25,FutbolMix; Gol Nachos Supreme,Barbacoa,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Brasil,Tal vez,Brasil,Alphonso Davies,Premios y sorteos,Sorteo de viajes,Sí,Edición con jugadores famosos
1245,2026-05-10,16:04:26,18 - 24 Años,Femenino,Escuintla,Palín,Estudiante,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q101 - Q150,Gol Nachos Supreme; ChocoKick Bites,Chocolate,Familiar,Q21 - Q30,No,Sí,Ecuador,Definitivamente sí,México,Rodri; Lionel Messi,Un jugador famoso,Sorteo de viajes,No,Edición Argentina
1246,2026-01-18,14:00:48,Menos De 18 Años,Femenino,Sacatepéquez,,Empleado Público,Varias Veces Al Mes,Gasolinera,Familia,Menos de Q25,Energy Crunch Protein,Limón,Tamaño fiesta o reunión,Q10 - Q15,Sí,No,Irak,Probablemente no,Inglaterra,Jude Bellingham; Neymar Jr.; Lionel Messi,Historias de aficionados,Sorteo de balones,Sí,Edición España
1247,2026-01-11,18:53:14,Menos De 18 Años,Masculino,Izabal,Cabecera municipal,Empleado Privado,Todos Los Días,Tienda de barrio,Amigos,Más de Q150,Fan Chips Jalapeño; Hot Stadium Peanuts; CrunchMax BBQ,Barbacoa,Familiar,Q21 - Q30,No,Sí,México,Probablemente sí,Inglaterra,Lionel Messi,Una selección nacional,Sorteo de camisetas,No,Edición Inglaterra
1248,2026-02-18,11:10:51,18 - 24 Años,Femenino,Guatemala,Guatemala,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Solo,Q51 - Q100,Mundialitos Queso Picante; ChocoKick Bites; Fan Chips Jalapeño,Picante Chapín,Familiar,Q16 - Q20,No,Sí,Portugal,Tal vez,Alemania,Lionel Messi; Kylian Mbappé,Historias de aficionados,Descuento directo,Sí,Edición Mundial FIFA 2026
1249,2026-04-27,22:52:57,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado,3 A 5 Veces Por Semana,Gasolinera,Amigos,Menos de Q25,Gol Nachos Supreme,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,No,Sí,México,Definitivamente sí,España,Kylian Mbappé; Jude Bellingham; Lamine Yamal,Un jugador famoso,2x1,Sí,Edición España
1250,2026-04-14,18:41:24,45 - 54 Años,Prefiero No Indicarlo,Jalapa,Otro municipio,Estudiante,3 A 5 Veces Por Semana,Tienda de barrio,Compañeros de trabajo,Menos de Q25,Hot Stadium Peanuts; Mundialitos Queso Picante,Picante Chapín,Individual,Q21 - Q30,Sí,Sí,México,Tal vez,Brasil,Kylian Mbappé; Julián Álvarez; Neymar Jr.,Humor,2x1,No,Edición Argentina
